"PPEE"	"PPDE"	"PostFC"	"RealFC"	"C1Mean"	"C2Mean"
"NM_026604"	0	1	0.249790781171122	0.249717765122607	1288.37785325993	5159.36603649208
"NM_001159743"	0	1	0.259905110814949	0.259590320376205	306.459654229825	1180.57968372042
"NM_029984"	0	1	4.37226837475413	4.37891026603619	1116.41492643631	254.944967927878
"NM_177838"	0	1	0.234819073236787	0.234694052778511	721.293842585484	3073.36929549584
"NM_001146045"	0	1	0.297352521551329	0.297183877653672	1052.42639958563	3541.35438320555
"NM_001013811"	0	1	0.234503441838828	0.234335168226376	535.29069447223	2284.32785045491
"NM_199200"	0	1	4.13799822348802	4.14070196850582	2413.19405106436	582.790710946885
"NM_001163420"	0	1	3.85084806168109	3.85405255860095	2914.29901878831	756.157430120939
"NM_026321"	0	1	0.28345604903832	0.28323322216249	457.344090348156	1614.75145649953
"NM_028527"	0	1	0.519878552466982	0.519521800907042	594.272246987741	1143.89242324802
"NM_028527_1"	0	1	0.519878552466982	0.519521800907042	594.272246987741	1143.89242324802
"NR_038860"	0	1	3.83929077151496	3.8453143110907	921.749190879078	239.699713252966
"NM_001143802"	0	1	4.13984109934014	4.14155393453051	3812.30278925168	920.49299223831
"NM_146261"	0	1	0.245412523949268	0.245354292568401	1596.52806028935	6507.06205313826
"NM_001114879"	0	1	0.261356437225708	0.261248449675601	1518.85335677897	5813.85553169972
"NM_026585"	0	1	0.265723742773075	0.265613691677928	889.905326693312	3350.4021006397
"NM_153584"	0	1	0.238732873056089	0.238542543185273	810.950540162283	3399.63741439191
"NM_001166364"	0	1	0.24491183218782	0.244645492617972	589.515972821366	2409.70524352563
"NM_001172216"	0	1	4.45768214229392	4.46597474788612	1582.74638371401	354.393343741066
"NM_183254"	0	1	0.222774287296528	0.222070381107352	123.117801645944	554.44395748847
"NM_178908"	0	1	4.25913109784334	4.26406801836595	1413.51316405612	331.486392170075
"NM_029389"	0	1	4.30686512485386	4.30950939356671	2706.26445942885	627.967389600035
"NM_001142952"	0	1	0.258130377814454	0.257896338535009	410.493745223344	1591.72933044272
"NM_138746"	0	1	0.288700379681458	0.288373905656934	315.485388060784	1094.03971071174
"NM_001163819"	0	1	3.80343386272014	3.80926641993137	1556.22941199231	408.530448588616
"NM_001163820"	0	1	0.243693486125543	0.243275738819724	374.347671556942	1538.81040754731
"NM_001081437"	0	1	0.255343662655486	0.25515977486327	878.24161189546	3441.95734131029
"NM_010181"	0	1	0.25885172127912	0.258806765972869	2142.5494504236	8278.59679132401
"NM_178624"	0	1	0.264334820655528	0.264184748357564	650.300133013615	2461.56333856928
"NM_175206"	0	1	0.255542134493919	0.255424461342951	811.433597289199	3176.83372523623
"NM_178729"	0	1	0.243988395818383	0.243661121159962	478.406418529551	1963.43995973105
"NM_025785"	0	1	0.247035875165216	0.24680306135549	400.809831455354	1624.03724339307
"NM_001033156"	0	1	0.271930110736887	0.27179656162492	744.052018159449	2737.55965029696
"NM_176982"	0	1	0.242582970613406	0.242352612945304	400.131144465876	1651.06006523665
"NM_153195"	0	1	0.251304748498061	0.251048997972228	369.035698209667	1470.00462340229
"NM_001177774"	0	1	4.04988704576947	4.05312003646968	3249.90887265911	801.821389995009
"NR_131256"	0	1	4.28129346863322	4.28585441448734	2620.77458747832	611.486409821893
"NM_001271614"	0	1	0.253225286912585	0.252856035307663	434.64460995699	1718.97056310234
"NM_001159538"	0	1	0.281193285913983	0.280883878091506	554.630274771596	1974.61481129268
"NM_013710"	0	1	0.247582552339873	0.247264522879896	497.219708431584	2010.91215996188
"NM_139232"	0	1	4.08929786599568	4.09089330034733	6732.89911274748	1645.81858031908
"NM_020013"	0	1	0.287731105589131	0.28722104594561	201.395991824346	701.212959345693
"NM_008007"	0	1	0.259495148597024	0.259087268885959	236.187333174938	911.64163842498
"NM_001166361"	0	1	0.253274741816149	0.252544662341402	219.539600225632	869.339596186809
"NM_013518"	0	1	3.9565241522106	3.95835307689346	3213.15665574557	811.733316810761
"NM_001163215"	0	1	0.243717200611917	0.243514925604938	773.865927539596	3177.93043062099
"NM_133862"	0	1	3.97776715814349	3.98266263604426	1216.46243599354	305.431998773411
"NR_131139"	0	1	0.268805382583964	0.268497787712759	320.48976784543	1193.66749945226
"NM_010214"	0	1	0.261376631091706	0.261198330950286	543.333987276466	2080.1870108296
"NM_021716"	0	1	0.275683634604402	0.275604944158448	2156.22975818038	7823.65138156337
"NM_001110330"	0	1	0.0119369057943427	0.000140463221876558	0	71.1830131346995
"NM_001302079"	0	1	3.55837705649155	3.56403338910048	1370.16213266638	384.434247031083
"NM_008028"	0	1	0.249471275522455	0.249179557329624	544.893964716958	2186.78241008579
"NM_001276410"	0	1	0.0903112776411096	0.0901567372770173	451.069219219451	5003.26798945802
"NM_016770"	0	1	0.245885472602124	0.245616049945842	584.327408638108	2379.0585045499
"NM_001252552"	0	1	0.276917445357429	0.276351629527723	300.167802553303	1086.20687183932
"NM_008037"	0	1	0.243018871778085	0.242937453348385	1134.19071520633	4668.68434734639
"NM_199068"	0	1	4.2467845004195	4.2479448016563	5968.8952555155	1405.11778160116
"NM_183186"	0	1	3.96403936032746	3.96698112191639	2007.09336422892	505.942335679207
"NM_019740"	0	1	0.248816183282721	0.24864900876654	561.032798282264	2256.35450780721
"NM_001286607"	0	1	0.254307699908646	0.254185298039012	1316.20182638008	5178.14875479183
"NM_001110825"	0	1	4.86704235991675	4.87188474366447	3306.88560963432	678.761314106867
"NM_172291"	0	1	3.65250749026922	3.65705979045076	1811.16969957567	495.245698117101
"NM_013522"	0	1	0.286342712280888	0.285920277899204	242.544041910008	848.317525743089
"NM_172869"	0	1	4.0959359294796	4.09794436935957	3212.36854160485	783.889987911961
"NM_001290428"	0	1	3.92037116176278	3.92181573549945	6738.89408479296	1718.30226638055
"NM_028194"	0	1	0.247571307721508	0.247529584102596	2241.5150767658	9055.57454716563
"NM_172904"	0	1	4.17406859943354	4.17680185793765	2435.62712838169	583.12446776341
"NM_057172"	0	1	0.260665460662742	0.260592765393977	1330.84369666776	5107.01472747356
"NM_001286424"	0	1	0.301226235201686	0.300977607233734	718.982814204413	2388.84816394326
"NM_001177367"	0	1	0.271297507606531	0.270854055811026	378.29574313437	1396.70433754831
"NM_001122893"	0	1	0.210711256899367	0.210472749962202	592.007470488526	2812.78866678629
"NM_001080794"	0	1	0.306248276852303	0.306095321724871	1180.04019412399	3855.16226292228
"NR_045401"	0	1	0.23762628449345	0.23747215979743	589.839880022691	2483.8596061292
"NR_040379"	0	1	0.251608982158617	0.251314216852642	542.331717732624	2158.01243313049
"NM_008064"	0	1	0.215260248412662	0.215040775446596	653.525511722167	3039.11367487007
"NM_001271467"	0	1	3.58910264076906	3.59255873023801	2287.54698540529	636.738667781344
"NM_008069"	0	1	4.42447526914268	4.42956193973759	1497.44682811671	338.049801056856
"NM_016905"	0	1	0.252949874985325	0.252643643188617	309.4759568313	1224.98008059445
"NR_104449"	0	1	3.95714260616632	3.96477042967165	1306.44192323325	329.505150096961
"NM_001277079"	0	1	0.274269784437536	0.274158973751696	1526.14899978009	5566.68358254281
"NM_008089"	0	1	0.242972405918469	0.242725293086562	373.3816125054	1538.32005105174
"NM_008091"	0	1	0.251958552377829	0.251812449231799	647.395527682016	2570.97300603107
"NM_008095"	0	1	0.232508691860842	0.232288644882062	406.825786463954	1751.41347862296
"NM_028803"	0	1	0.250231053024346	0.250075743045607	606.213501514321	2424.14955314692
"NR_104341"	0	1	0.236520219831045	0.236242160990945	551.333163228097	2333.79511300533
"NM_025638"	0	1	0.243658370381246	0.243478780938572	514.900126017553	2114.79492892504
"NM_001305941"	0	1	0.248886462022622	0.248562975458258	490.547065583319	1973.56255109661
"NM_010276"	0	1	0.242511759455541	0.242298547485899	432.253171252656	1784.00057595202
"NM_010277"	0	1	0.234164965318656	0.233982902425907	500.514620210659	2139.14040381703
"NM_001136063"	0	1	0.250884471679882	0.25033116659571	288.063172876445	1150.75830741451
"NM_001252067"	0	1	0.283946121860325	0.2837220392196	770.599420791644	2716.0617683803
"NM_001110212"	0	1	0.257303292126007	0.257166021155788	1182.62338624008	4598.70557262866
"NM_008125"	0	1	0.225220249332198	0.225025115892456	448.643094084547	1993.78119217505
"NM_008126"	0	1	0.268006969934806	0.267537886997381	354.841263902166	1326.34892390688
"NM_027018"	0	1	0.276016854059654	0.275512856025554	198.72510752222	721.317891515115
"NM_001281969"	0	1	4.16674983036482	4.17144573026232	2391.02138819119	573.180098302162
"NM_001033264"	0	1	4.23642981858373	4.24209439994448	2060.06227634352	485.616221889471
"NM_001039586"	0	1	0.266908009104632	0.266713589342371	854.794825406097	3204.94415143176
"NM_001243016"	0	1	0.00744123682849961	8.7170107925926e-05	0	114.708224376843
"NM_001243016_2"	0	1	0.00744123682849961	8.7170107925926e-05	0	114.708224376843
"NR_046064"	0	1	0.265955803933116	0.265320438090374	153.912519331822	580.128192291815
"NR_033538"	0	1	4.32111118641432	4.33162327111633	687.182409485343	158.635469948323
"NR_033462"	0	1	0.272395342412971	0.272214514585099	550.005077365567	2020.51075806422
"NR_045885"	0	1	0.255506932903226	0.255343043398355	582.450738761229	2281.08108049028
"NM_001122660"	0	1	0.247095952163311	0.246183576041516	172.664636853237	701.395998035048
"NR_045392"	0	1	0.238418022816133	0.237976542519525	348.923958048749	1466.24358261989
"NM_001085553_2"	0	1	0.381615556822514	0.38100169088418	326.213825487999	856.216713143818
"NM_001085554"	0	1	3.90598710659375	3.91211752060403	1576.21976594296	402.899615480977
"NM_001099313_1"	0	1	3.76583019927199	3.7811504015637	580.204690946608	153.439249388932
"NM_001126323"	0	1	0.22290400187597	0.222412692289387	176.639378190356	794.231445360109
"NM_001101613"	0	1	0.244740626857379	0.244287372228236	206.995756654217	847.376235178842
"NM_001099312"	0	1	0.284392551290276	0.283485815713119	190.1544290904	670.797562671289
"NM_001101656"	0	1	3.07503089597173	3.08764519138287	431.70060055853	139.808720675344
"NM_001101656_1"	0	1	0.337496478447686	0.33627544036352	155.07074740593	461.161791904531
"NM_001101657"	0	1	0.337496478447686	0.33627544036352	155.07074740593	461.161791904531
"NM_001101657_1"	0	1	3.07503089597173	3.08764519138287	431.70060055853	139.808720675344
"NM_001127354"	0	1	0.22913568570825	0.228418426397769	124.831912117228	546.539217092614
"NR_045911"	0	1	0.240604778518007	0.240116937368957	187.681816347654	781.65837543514
"NM_001127189"	0	1	0.274494754077487	0.274324734055887	595.286030291402	2170.03140126178
"NM_001098841"	0	1	0.129208699249235	0.128560920488917	146.882663281069	1142.58187568381
"NM_001099348_1"	0	1	2.57742968860898	2.58099215477156	971.371215485933	376.349615696666
"NM_001099348_2"	0	1	2.57742968860898	2.58099215477156	971.371215485933	376.349615696666
"NR_040372"	0	1	0.256622394785076	0.256432662367067	504.505350863852	1967.42794728329
"NM_001305132"	0	1	2.43319408314598	2.43637416640656	933.274935240082	383.053056614409
"NM_001305132_1"	0	1	2.43319408314598	2.43637416640656	933.274935240082	383.053056614409
"NM_001085545_3"	0	1	0.381615556822514	0.38100169088418	326.213825487999	856.216713143818
"NM_001085551_5"	0	1	0.381615556822514	0.38100169088418	326.213825487999	856.216713143818
"NM_001277184"	0	1	0.439973957796049	0.438873719057687	189.863615376595	432.62838122792
"NM_001277184_1"	0	1	0.439973957796049	0.438873719057687	189.863615376595	432.62838122792
"NM_001163195"	0	1	0.275678912456871	0.273267408227989	69.7545332807281	255.287672463461
"NM_001163195_1"	0	1	0.275678912456871	0.273267408227989	69.7545332807281	255.287672463461
"NM_001161816"	0	1	0.254195347142742	0.254036412686871	606.210376592261	2386.34229564313
"NR_003564"	0	1	3.83544499639964	3.84355876037082	674.464436053025	175.471754827641
"NR_040430"	0	1	3.95406943973209	3.96414970304047	987.411602167832	249.077869060668
"NR_040431"	0	1	3.7648879888537	3.77379606190667	995.569517003707	263.803809933518
"NR_126066"	0	1	3.8335637248025	3.85109921352491	312.477700768897	81.132469576336
"NM_001243032"	0	1	0.228589206108597	0.228090123330271	179.276313355282	786.022778349104
"NM_001033458"	0	1	0.25324934302495	0.252202448271726	90.3247818255202	358.173603864909
"NR_040407"	0	1	0.270895760792331	0.270348664980821	306.224570914464	1132.72934952181
"NR_037980"	0	1	0.203160755500182	0.202616252566297	148.884234497325	734.848297947279
"NR_045794"	0	1	0.224718370063075	0.22454347923144	499.824247883679	2225.99206247135
"NM_001205032"	0	1	4.69315873435368	4.70598286145473	689.194384169953	146.442803688474
"NR_045792"	0	1	3.8205465686436	3.82562815711879	1066.26603903243	278.709205118848
"NM_001205034"	0	1	0.240496711749124	0.239819822559626	136.833661907835	570.600304216249
"NR_045071"	0	1	3.90635572710821	3.90788362918044	3732.73208812453	955.172508571105
"NR_040557"	0	1	0.277319317235356	0.276956091100312	276.692695176398	999.075068239853
"NR_046029"	0	1	0.282437460750889	0.282228130729406	485.794631630333	1721.30895702527
"NM_001160137_1"	0	1	0.312953341273338	0.312196234209012	240.792143013104	771.306616368568
"NR_105058"	0	1	3.87716743554938	3.88943616067313	458.011072233766	117.750275092032
"NR_078345"	0	1	0.247077347854308	0.246948028786487	721.972171770552	2923.60990220534
"NM_001293057"	0	1	4.09158042457973	4.11921504806517	391.682464285941	95.0791030731502
"NM_001293057_1"	0	1	4.09158042457973	4.11921504806517	391.682464285941	95.0791030731502
"NR_033117"	0	1	0.421030627126472	0.419808177353483	168.987085172179	402.547868780822
"NR_033117_1"	0	1	0.421030627126472	0.419808177353483	168.987085172179	402.547868780822
"NR_126082"	0	1	3.98778008274715	3.9910359154279	1839.08980100029	460.797629891527
"NM_001243011_1"	0	1	0.381615556822514	0.38100169088418	326.213825487999	856.216713143818
"NM_001243001_1"	0	1	0.257120954262697	0.256261833898522	188.333995298006	734.95701569922
"NM_001243001_3"	0	1	0.257120954262697	0.256261833898522	188.333995298006	734.95701569922
"NM_001099643_1"	0	1	0.257120954262697	0.256261833898522	188.333995298006	734.95701569922
"NM_001099643_2"	0	1	0.257120954262697	0.256261833898522	188.333995298006	734.95701569922
"NR_131054"	0	1	4.32992223333011	4.33372545916157	1905.3475449908	439.648110082365
"NM_001243040"	0	1	4.57299976815739	4.57527491520945	6107.2226527163	1334.82402984468
"NR_045294"	0	1	0.255929252441271	0.255572452598557	267.621192433439	1047.17325356381
"NM_001167151"	0	1	0.456110495248286	0.453544614850893	81.7042950355036	180.158151841838
"NM_001167151_2"	0	1	0.456110495248286	0.453544614850893	81.7042950355036	180.158151841838
"NR_036451"	0	1	4.38558314203564	4.3963440059682	694.552166419191	157.976309869359
"NM_177706"	0	1	0.227105283056683	0.226903271568178	435.921387130916	1921.211250439
"NR_028426"	0	1	3.55689211972866	3.56664803121977	469.384415705771	131.596598575762
"NM_001082547"	0	1	0.324610782718818	0.323539516406662	103.721709805482	320.605271227332
"NR_002891"	0	1	0.264805461107412	0.264347332884421	360.56358847067	1364.00447495716
"NR_002883"	0	1	4.15741276778148	4.16551642352306	1379.49405951331	331.162397190208
"NM_001025353"	0	1	0.226060653217582	0.225519393814886	161.916705442786	718.006764339574
"NM_001305136"	0	1	2.43319408314598	2.43637416640656	933.274935240082	383.053056614409
"NM_001305136_1"	0	1	2.43319408314598	2.43637416640656	933.274935240082	383.053056614409
"NM_001101561"	0	1	0.241750604880345	0.240961702006784	117.767975876429	488.77296798017
"NR_040690"	0	1	0.277439725581775	0.276923731839614	194.715547424111	703.163924930674
"NR_028307"	0	1	0.235404223095718	0.235093392344265	290.379862478777	1235.20065217153
"NR_003631"	0	1	0.248545738816951	0.248064213820248	194.383143592454	783.63041551481
"NR_033619"	0	1	0.295597350535014	0.295405750853926	552.286987382613	1869.6116501747
"NR_033501"	0	1	0.237740194090396	0.237152904715462	154.555454837082	651.744424102589
"NR_004433"	0	1	3.91069432358794	3.91433721091352	1590.50081372908	406.319533718913
"NM_001177565"	0	1	0.222473859906335	0.222222409504967	349.434369662343	1572.48833822242
"NR_073378"	0	1	0.249659390415475	0.24944196029433	432.246334606882	1732.88343179006
"NM_001167150"	0	1	0.456110495248286	0.453544614850893	81.7042950355036	180.158151841838
"NM_001167150_2"	0	1	0.456110495248286	0.453544614850893	81.7042950355036	180.158151841838
"NR_028278"	0	1	0.285816627126827	0.285569480432369	419.646785605405	1469.53354145275
"NM_001033434"	0	1	0.263216531823456	0.263111872650701	930.103894835274	3535.04102398045
"NR_030719"	0	1	0.25936308042183	0.259117229434553	663.47857042619	2560.56295716714
"NM_001033770"	0	1	0.245204590563219	0.24452201360727	137.496466143528	562.3380034169
"NR_037190"	0	1	5.50943965246065	5.52097278738132	1834.81465500373	332.327203182269
"NM_001177524"	0	1	0.226960371495187	0.226373221578836	151.5572376447	669.535790741487
"NM_010301"	0	1	0.272250581093098	0.272108712751535	700.915620812308	2575.89289456233
"NM_177137"	0	1	0.273584746420125	0.273444142930899	1200.76389082523	4391.28497510822
"NM_001310083"	0	1	0.272994557311709	0.272866034776551	784.928060828986	2876.63260402278
"NM_022000"	0	1	0.272712097390357	0.272391027166773	524.438544768365	1925.34176442236
"NM_010312"	0	1	0.257901057418809	0.257608575100073	328.20288212456	1274.06591923933
"NM_013530"	0	1	0.242213211042631	0.241951121963873	351.274394732762	1451.87165230006
"NR_104298"	0	1	4.18467170078556	4.19226624071942	1494.2143468411	356.414010557278
"NM_001199004"	0	1	0.275165002828028	0.274878922346473	591.95512237979	2153.53861451924
"NM_175193"	0	1	4.21504530218074	4.21827335783319	3570.94647981552	846.5345875347
"NM_027389"	0	1	0.253586736952419	0.253485792319504	1593.12834686465	6284.91166084243
"NM_010326"	0	1	0.242392089683848	0.242220701693255	537.650935234431	2219.70504283444
"NM_174985"	0	1	0.216584671961509	0.216118412152717	182.332944280947	843.707767795262
"NM_028802"	0	1	0.0053375778915735	6.2396173908232e-05	0	160.256237072602
"NM_001290742"	0	1	3.79302782408676	3.80178377879899	1030.7627358578	271.118711108192
"NM_001010941"	0	1	4.42583831382969	4.43217582181577	2036.41807974368	459.454642562262
"NM_177346"	0	1	0.247598696771922	0.247453229881946	642.694918810096	2597.26835889116
"NM_175495"	0	1	0.24517976866573	0.244957573229257	417.851519797347	1705.84262700275
"NM_001190297"	0	1	69.6735064669805	5906.71764035178	59.0571764035178	0
"NM_001081126"	0	1	0.265263294085209	0.265014550732728	393.071934679205	1483.23661265726
"NM_029536"	0	1	4.20675680891718	4.20940312987672	2561.38843791174	608.484448947386
"NM_008154"	0	1	0.260811722409932	0.260585691610641	427.918417246648	1642.16925628106
"NM_001013832"	0	1	0.225141542300749	0.224639117200826	173.958070085917	774.423554822024
"NM_001110338"	0	1	0.249221665206704	0.248775252390405	355.609860054797	1429.47246112809
"NM_153071"	0	1	4.08864106359078	4.09136540933773	2329.18902033155	569.286258656245
"NM_001172107"	0	1	0.276061089103403	0.275818873994783	700.684043576657	2540.4036904348
"NM_010815"	0	1	3.92807812299926	3.93028839954362	4425.50908903349	1125.99365142349
"NM_016719"	0	1	0.230007398086594	0.229759925806208	358.967630212905	1562.39314299059
"NM_013535"	0	1	0.242313762355813	0.241386497015266	99.0347490537267	410.306029597392
"NM_001252071"	0	1	0.252581989817525	0.252482861973588	1618.0832895885	6408.71523758768
"NM_011825"	0	1	0.246691682088688	0.24656409596105	731.015041594581	2964.83789784666
"NM_008166"	0	1	0.27230031541802	0.272165385481546	737.061930342818	2708.16660753849
"NM_001081097"	0	1	0.253460987943046	0.253409134532666	1832.01147407343	7229.49053656123
"NM_008168"	0	1	0.273812819254602	0.273691509657283	822.70204142725	3005.97305901944
"NM_001018019"	0	1	0.246481662164849	0.246017202310803	200.411464678178	814.654433200803
"NM_021347"	0	1	0.246129525531005	0.245952622726958	526.306017534516	2139.89813230238
"NM_177912"	0	1	0.26369423691707	0.263282800583199	400.470893472145	1521.09541434928
"NM_010353"	0	1	3.83819473831232	3.84057552201515	2299.05722807476	598.615704636173
"NM_010362"	0	1	0.234221983944872	0.233798805928977	212.43924738823	908.674056550602
"NM_001252556"	0	1	0.281798633996358	0.281329954167971	366.418879056441	1302.47796343123
"NM_008178"	0	1	0.239875119666982	0.239624786216046	365.35833983065	1524.74186561558
"NM_145546"	0	1	0.276809076181421	0.276433544647705	267.309358579687	967.019377423665
"NM_026584"	0	1	0.237450767974378	0.236917304640743	287.838420416991	1214.96423269051
"NM_207239"	0	1	0.260364016292686	0.260294953013711	1399.80195074413	5377.78136528395
"NM_001290484"	0	1	4.32085953292388	4.32622167879417	2277.31180797002	526.389703263649
"NM_175133"	0	1	0.283702489134732	0.283546162463018	652.394947650097	2300.86736678569
"NM_001161796"	0	1	0.305403059437199	0.305168643102016	768.569249070269	2518.52939270339
"NM_001294140"	0	1	4.82229087102881	4.82662759753811	3615.83032810858	749.13425342301
"NM_010373"	0	1	0.25119430315141	0.250659027262424	178.310937186539	711.3983986285
"NM_138311"	0	1	3.70023032465994	3.70604502050043	864.196663107492	233.178387709008
"NM_177634"	0	1	0.255482345549071	0.254999001705337	199.739094320974	783.322848305786
"NM_001201460"	0	1	0.187998024155388	0.187432419182143	228.703779767909	1220.23664018048
"NM_001204916"	0	1	0.229453214812786	0.229282028609043	518.232921634631	2260.27583565224
"NM_010402"	0	1	0.256709107321108	0.256493314675934	443.630651729619	1729.62826480287
"NM_008216"	0	1	0.244940916854898	0.244825357467575	803.266782852935	3281.00954455156
"NM_001163042"	0	1	0.284118801894499	0.283611748703332	340.331891051825	1200.01747632234
"NM_001166631"	0	1	4.17321771875105	4.17994911308261	1674.81558499958	400.670855122764
"NM_134248"	0	1	0.260152410490665	0.25972613498238	383.142169547468	1475.20607547682
"NM_001284248"	0	1	0.24047158150173	0.240275311093055	790.308418775477	3289.21024980502
"NM_001301364"	0	1	0.278581587020711	0.278462947555082	1439.21671143342	5168.45756119583
"NM_001080549"	0	1	0.259568938906611	0.259377019612462	850.542726532318	3279.20389413425
"NM_172637"	0	1	0.243901542297487	0.243724003252205	882.229562397168	3619.82042550071
"NM_030114"	0	1	4.89500305287697	4.8998384938406	3354.71740394917	684.650812426015
"NM_001130516"	0	1	0.256686774773317	0.256281105978091	399.125724777332	1557.4037752139
"NM_027126"	0	1	0.253870252399818	0.25363647322466	406.483261628089	1602.65091252592
"NM_008244"	0	1	0.281313239654924	0.281039143939648	626.326852662686	2228.6363155367
"NM_020259"	0	1	0.254622739112531	0.254571228806686	1849.78857975568	7266.32008932979
"NM_001308052"	0	1	0.253909415451225	0.25360128980272	521.928004356704	2058.09469167064
"NM_145567"	0	1	4.27987578890031	4.28485891885283	1416.19075877635	330.502809312168
"NM_025933"	0	1	5.05814958227952	5.07801410771373	520.917004523298	102.57478875275
"NM_010434"	0	1	0.241661258079767	0.241554075164948	1452.62265564509	6013.68550339048
"NM_175656"	0	1	0.246608445944019	0.245437412932754	80.2908058142624	327.164267585128
"NM_001146100"	0	1	0.247332268537166	0.247142192343207	831.803987378727	3365.72038982993
"NM_010441"	0	1	0.2471893404542	0.247070399681513	785.241607021034	3178.24044211393
"NM_026122"	0	1	0.316292406540969	0.315401516499108	205.727676089745	652.294016713017
"NM_010447"	0	1	0.327555585345236	0.327152915152057	464.357114274256	1419.40915467397
"NM_053263"	0	1	0.278187156831357	0.278030422966724	1088.31307493332	3914.39283160513
"NM_001077266"	0	1	0.231228745376396	0.231054506729627	866.494544020048	3750.20702144942
"NM_001277121"	0	1	4.02214461898531	4.02374603306523	6454.2419670265	1604.03059152554
"NM_001277122"	0	1	0.264443136772714	0.264342778514203	1646.7652838997	6229.68650676959
"NM_144922"	0	1	0.254618622181458	0.254451539004945	577.259253427765	2268.67053416076
"NM_001167991"	0	1	3.94673521720516	3.9513430301002	2147.79458752459	543.553181217939
"NM_175606"	0	1	0.212849948267133	0.212181006470013	212.206650143653	1000.15798710795
"NR_110441"	0	1	0.225733661167827	0.225447713806079	518.854400305885	2301.47441758958
"NM_008265"	0	1	3.77059410864806	3.77504378373339	1180.30985047572	312.653883677773
"NM_010455"	0	1	0.281012111578506	0.280776500070949	430.238083375031	1532.34076036033
"NM_008270"	0	1	0.240555338502139	0.240378572967239	518.583902455869	2157.39486372946
"NM_010462"	0	1	0.255561008769157	0.255307454404539	376.394345196561	1474.30788106015
"NM_001024842"	0	1	0.280994510635641	0.280504728727201	206.76725495038	737.151387220238
"NM_010469"	0	1	4.43989273053926	4.44350446425632	2125.13177614293	478.248049077623
"NM_001146323"	0	1	0.260338581557325	0.26011881388573	744.112913966993	2860.69393314144
"NM_008284"	0	1	0.241850397077974	0.241465759314417	404.530773023937	1675.34460999742
"NM_013751"	0	1	0.244900369303628	0.244733682718118	556.70184864819	2274.7559515646
"NM_008285"	0	1	3.94255907688423	3.945920326382	2936.12828849657	744.084671366238
"NM_021429"	0	1	0.250624013931744	0.250467508877959	602.211025112302	2404.37780986055
"NM_001252072"	0	1	0.26009621653292	0.259932482646329	589.82473412706	2269.17439789461
"NM_001044751"	0	1	0.305242477741496	0.30467030822799	314.433361013778	1032.06747037323
"NM_001111336"	0	1	0.219953291500542	0.219031781473793	157.581007871818	719.479230336526
"NM_001111336_2"	0	1	0.219953291500542	0.219031781473793	157.581007871818	719.479230336526
"NM_027661"	0	1	0.272088549862975	0.27176335537449	305.45354121897	1123.99562908138
"NM_010478"	0	1	0.245677425908105	0.245507448919996	554.053037216348	2256.79743966714
"NM_001164708"	0	1	0.22899329778143	0.227487923683105	99.0220604280836	435.318868560237
"NM_010477"	0	1	3.8920707675368	3.89509485546815	1870.5241899701	480.218148319454
"NM_028242"	0	1	3.9320309147403	3.93649919014512	2195.53595758172	557.730736509787
"NM_172812"	0	1	4.10370569349079	4.10632213751923	2445.98301405751	595.65515537313
"NM_177351"	0	1	0.258064461041263	0.257972030201731	1039.80244251679	4030.70775534606
"NM_001048060"	0	1	3.70014768948443	3.70717456520395	1210.78895548538	326.599641436934
"NM_010498"	0	1	0.248083200461861	0.24798754559014	978.861482520938	3947.25065856049
"NM_001039669"	0	1	0.285183611787252	0.284922103277494	661.960400272083	2323.3281778997
"NM_029803"	0	1	0.247485514688186	0.246431065628006	89.4259747676455	362.914919955715
"NM_031367"	0	1	0.252800272691015	0.252455030956804	274.356167420038	1086.78223535451
"NM_008330"	0	1	0.0125322910051558	0.000147557070412219	0	67.7603885829649
"NM_010511"	0	1	0.256017001791682	0.25578905027431	419.203813507833	1638.89445293989
"NM_183029"	0	1	0.246215375323677	0.24609515669621	774.829384780254	3148.52569319427
"NM_008343"	0	1	0.247645378670294	0.247454247620617	489.114450169056	1976.61580001033
"NM_145580"	0	1	0.266151607324841	0.265731107994284	232.861611556139	876.333057137097
"NM_010544"	0	1	0.252675891320607	0.252485052354445	496.480246668384	1966.40441558052
"NM_001172054"	0	1	0.193142726259561	0.192684739798224	288.522775528453	1497.42449237651
"NM_010549"	0	1	0.293864258633543	0.293424794692249	400.732599600899	1365.73211467442
"NM_001306059"	0	1	3.86088239831426	3.86659946136926	1644.58877956893	425.324663184
"NM_001271500"	0	1	0.20273662481974	0.202204548394962	257.516823852568	1273.58560354471
"NM_001009940"	0	1	0.251738888657098	0.251258194433646	196.38825179637	781.64909071768
"NM_001277321"	0	1	4.44583779215256	4.45036077942391	2881.82052912105	647.539866618702
"NM_001252485"	0	1	0.2439512587884	0.243351146966931	260.578210929661	1070.82206377931
"NM_008381"	0	1	0.26132653601482	0.261217043736909	884.909221289325	3387.66795787702
"NM_026574"	0	1	0.25945763609212	0.259383503163067	1301.10058905979	5016.15553556151
"NR_045915"	0	1	0.190191977838089	0.189648952255091	240.379772176377	1267.54127997246
"NM_001185084"	0	1	0.235451397567511	0.234075096433862	110.512473564879	472.156733021543
"NM_027590"	0	1	4.18358326320189	4.18691359987426	3401.92354907064	812.505822913758
"NM_013785"	0	1	0.245413973661323	0.245306827569329	867.501360551228	3536.42381697581
