PPEE	PPDE
NM_026103	0	1
NM_026122	0	1
NM_026136	0	1
NM_026168	0	1
NM_026174	0	1
NM_026174_1	0	1
NM_026183	0	1
NM_026184	0	1
NM_026209	0	1
NM_026241	0	1
NM_026321	0	1
NM_026342	0	1
NM_026345	0	1
NM_026368	0	1
NM_026377	0	1
NM_026400	0	1
NM_026407	0	1
NM_026410	0	1
NM_026434	0	1
NM_026507	0	1
NM_026509	0	1
NM_026513	0	1
NM_026519	0	1
NM_026533	0	1
NM_026536	0	1
NM_026574	0	1
NM_026584	0	1
NM_026585	0	1
NM_026602	0	1
NM_026604	0	1
NM_026612	0	1
NM_026613	0	1
NM_026670	0	1
NM_026731	0	1
NM_026740	0	1
NM_026763	0	1
NM_026810	0	1
NM_026838	0	1
NM_026861	0	1
NM_026880	0	1
NM_026892	0	1
NM_026906	0	1
NM_026909	0	1
NM_026919	0	1
NM_026963	0	1
NM_027001	0	1
NM_027018	0	1
NM_027026	0	1
NM_027029	0	1
NM_027040	0	1
NM_027042	5.46955237369362e-05	0.999945304476263
NM_027061	0	1
NM_027126	0	1
NM_027136	0	1
NM_027139	0	1
NM_027143	0	1
NM_027150	0	1
NM_027174	0	1
NM_027207	0	1
NM_027244	0	1
NM_027270	0	1
NM_027335	0	1
NM_027346	0	1
NM_027389	0	1
NM_027446	0	1
NM_027485	0	1
NM_027490	0	1
NM_027491	0	1
NM_027548	0	1
NM_027551	0	1
NM_027558	0	1
NM_027560	0	1
NM_027590	0	1
NM_027644	0	1
NM_027661	0	1
NM_027667	0	1
NM_027678	0	1
NM_027834	0	1
NM_027837	0	1
NM_027871	0	1
NM_027878	0	1
NM_027917	0	1
NM_027954	0.000177769487842649	0.999822230512157
NM_027959	0	1
NM_027961	0	1
NM_027974	0	1
NM_027985	0	1
NM_028051	0	1
NM_028096	0	1
NM_028105	0	1
NM_028110	0	1
NM_028117	0	1
NM_028171	0	1
NM_028186	0	1
NM_028194	0	1
NM_028242	0	1
NM_028292	0	1
NM_028293	0	1
NM_028334	0	1
NM_028335	0	1
NM_028341	0	1
NM_028354	0	1
NM_028376	0	1
NM_028377	0	1
NM_028381	0	1
NM_028422	0	1
NM_028446	0	1
NM_028457	0	1
NM_028469	0	1
NM_028525	0	1
NM_028527	0	1
NM_028527_1	0	1
NM_028538	0	1
NM_028560	0	1
NM_028561	0	1
NM_028562	0	1
NM_028607	0	1
NM_028717	0	1
NM_028730	0	1
NM_028772	0	1
NM_028803	0	1
NM_028821	0	1
NM_028855	0	1
NM_028883	0	1
NM_028924	0	1
NM_028930	0	1
NM_028932	0	1
NM_028948	0	1
NM_028970	0	1
NM_028970_1	0	1
NM_029000_1	3.48920892179194e-11	0.999999999965108
NM_029004	0	1
NM_029017	0	1
NM_029021	0	1
NM_029031	0	1
NM_029094	0	1
NM_029162	0	1
NM_029166	0	1
NM_029254	0	1
NM_029256	0	1
NM_029297	0	1
NM_029314	0	1
NM_029344	0	1
NM_029354	0	1
NM_029374	0	1
NM_029389	0	1
NM_029397	0	1
NM_029410	0	1
NM_029420	0	1
NM_029492	0	1
NM_029494	0	1
NM_029536	0	1
NM_029590	0	1
NM_029606	0	1
NM_029614	0	1
NM_029660	0	1
NM_029706	0	1
NM_029721	0	1
NM_029736	0	1
NM_029763	0	1
NM_029774	0	1
NM_029803	0	1
NM_029835	0	1
NM_029836	0	1
NM_029911	0	1
NM_029945	0	1
NM_029976	0	1
NM_029977	0	1
NM_029984	0	1
NM_029987	0	1
NM_030075	0	1
NM_030108	0	1
NM_030114	0	1
NM_030121	0	1
NM_030150	0	1
NM_030229	0	1
NM_030238	0	1
NM_030259	0	1
NM_030597	0.00609725400183136	0.993902745998169
NM_030675	0	1
NM_030699	0	1
NM_030703	0	1
NM_030718	0	1
NM_030722	0	1
NM_030732	0	1
NM_031189	0	1
NM_031251	0	1
NM_031367	0	1
NM_031374	0	1
NM_031402	0	1
NM_033270	0	1
NM_033521	0	1
NM_033552	0	1
NM_033582	0	1
NM_033614	0	1
NM_033620	0	1
NM_052835	0	1
NM_053093	0	1
NM_053116	0	1
NM_053129	0	1
NM_053144	0	1
NM_053177	0	1
NM_053199	0	1
NM_053208	0	1
NM_053212	0	1
NM_053248	0	1
NM_053253	0	1
NM_053263	0	1
NM_054102	0	1
NM_057172	0	1
NM_078484	0	1
NM_080434	0	1
NM_080595	0	1
NM_130457	0	1
NM_130864	0	1
NM_130886	0	1
NM_130905	0	1
NM_133200	0	1
NM_133214	0	1
NM_133229	0	1
NM_133664	0	1
NM_133755	0	1
NM_133758	0	1
NM_133759	0	1
NM_133761	0	1
NM_133764	0	1
NM_133774	0	1
NM_133819	0	1
NM_133821	0	1
NM_133833	0	1
NM_133851	0	1
NM_133857	0	1
NM_133862	0	1
NM_133891	0	1
NM_133908	0	1
NM_133917	0	1
NM_133928	0	1
NM_133964	0	1
NM_133967	0	1
NM_134022	0	1
NM_134037	0	1
NM_134067	0	1
NM_134139	0	1
NM_134166	0	1
NM_134172	0	1
NM_134178	0	1
NM_134184	0	1
NM_134200	0	1
NM_134203	0	1
NM_134209	0	1
NM_134228	0	1
NM_134243	0	1
NM_134248	0	1
NM_138311	0	1
NM_138313	0	1
NM_138580	0	1
NM_138581	0	1
NM_138654	0	1
NM_138746	0	1
NM_139232	0	1
NM_139310	0	1
NM_144491	0	1
NM_144787	0	1
NM_144815	0	1
NM_144827	0	1
NM_144859	0	1
NM_144860	0	1
NM_144861	0	1
NM_144886	0	1
NM_144888	0	1
NM_144894	0	1
NM_144913	0	1
NM_144922	0	1
NM_144934	0	1
NM_145079	0	1
NM_145138	0	1
NM_145154	0	1
NM_145218	0	1
NM_145381	0	1
NM_145390	0	1
NM_145520	0	1
NM_145525	0	1
NM_145529	0	1
NM_145534	0	1
NM_145546	0	1
NM_145567	0	1
NM_145580	0	1
NM_145589	0	1
NM_145611	0	1
NM_145620	0	1
NM_145621	0	1
NM_145633	0	1
NM_145744	0	1
NM_145745	0	1
NM_145827	0	1
NM_145836	0	1
NM_145843	0	1
NM_145844	0	1
NM_145847	0	1
NM_145968	0	1
NM_146002	0	1
NM_146004	0	1
NM_146008	0	1
NM_146030	0	1
NM_146039	0	1
NM_146055	0	1
NM_146063	0	1
NM_146073	0	1
NM_146081	0	1
NM_146099	0	1
NM_146126	0	1
NM_146154	0	1
NM_146173	0	1
NM_146191	0	1
NM_146201	0	1
NM_146211	0	1
NM_146261	0	1
NM_146273	0	1
NM_146342	0	1
NM_146358	0	1
NM_146379	0	1
NM_146423	0	1
NM_146447	0	1
NM_146461	0	1
NM_146467	0	1
NM_146474	0.0464618925231987	0.953538107476801
NM_146486	0	1
NM_146495	0	1
NM_146510	0	1
NM_146512	0	1
NM_146544	0	1
NM_146550	0	1
NM_146583	0	1
NM_146593	0	1
NM_146594	0	1
NM_146605	0	1
NM_146628	0	1
NM_146650	0	1
NM_146666	0	1
NM_146705	0	1
NM_146716	0	1
NM_146772	0	1
NM_146773	0	1
NM_146798	0	1
NM_146802	0	1
NM_146808	0	1
NM_146836	0	1
NM_146889	0	1
NM_146908	0	1
NM_146910	0	1
NM_146921	0	1
NM_146942	0	1
NM_146962	0	1
NM_146991	0	1
NM_146993	0	1
NM_146997	0	1
NM_146998	0	1
NM_146999	0	1
NM_147015	0	1
NM_147018	0	1
NM_147023	0	1
NM_147035	0	1
NM_147063	0	1
NM_147079	0	1
NM_147084	0	1
NM_147093	0	1
NM_147115	0	1
NM_147118	0	1
NM_152822	0	1
NM_153071	0	1
NM_153082	0	1
NM_153103	0	1
NM_153109	5.63608221204603e-08	0.999999943639178
NM_153143	0	1
NM_153195	0	1
NM_153319	0	1
NM_153515	0	1
NM_153540	0	1
NM_153545	0	1
NM_153584	0	1
NM_153779	0	1
NM_153785	0	1
NM_153798	0	1
NM_153820	0	1
NM_170598	0	1
NM_170727	0	1
NM_170779	0	1
NM_172051	0	1
NM_172133	0	1
NM_172154	0	1
NM_172205	0	1
NM_172253	0	1
NM_172254	0	1
NM_172291	0	1
NM_172297	0	1
NM_172338	0	1
NM_172383	0	1
NM_172395	0	1
NM_172400	0	1
NM_172416	0	1
NM_172443	0	1
NM_172447	0	1
NM_172450	0	1
NM_172461	0	1
NM_172538	0	1
NM_172540	0	1
NM_172546	0	1
NM_172594	0	1
NM_172637	0	1
NM_172685	0	1
NM_172722	0	1
NM_172730	0	1
NM_172733	0	1
NM_172812	0	1
NM_172830	0	1
NM_172831	0	1
NM_172857	0	1
NM_172869	0	1
NM_172901	0	1
NM_172904	0	1
NM_172921	0	1
NM_172925	0	1
NM_172941	0	1
NM_172946	0	1
NM_172958	0	1
NM_172963	0	1
NM_172979	0	1
NM_173024	0	1
NM_173185	0	1
NM_173368	0	1
NM_173385	0	1
NM_173435	0	1
NM_173719	0	1
NM_173745	0	1
NM_173867	0	1
NM_174865	0	1
NM_174985	0	1
NM_175002	0	1
NM_175015	0	1
NM_175023	0	1
NM_175087	0	1
NM_175109	0	1
NM_175133	0	1
NM_175160	0	1
NM_175181	0	1
NM_175193	0	1
NM_175206	0	1
NM_175214	0	1
NM_175249	0	1
NM_175272	0	1
NM_175315	0	1
NM_175342	4.33381168307712e-06	0.999995666188317
NM_175342_1	4.33381168307712e-06	0.999995666188317
NM_175342_2	4.33381168307712e-06	0.999995666188317
NM_175367	0	1
NM_175386	0	1
NM_175421	0	1
NM_175467	0	1
NM_175495	0	1
NM_175563	0	1
NM_175565	0	1
NM_175606	0	1
NM_175645	0	1
NM_175656	0	1
NM_175833	0	1
NM_175939	0	1
NM_176962	0	1
NM_176968	0	1
NM_176973	0	1
NM_176982	0	1
NM_176987	0	1
NM_177036	0	1
NM_177066	0	1
NM_177081	0	1
NM_177128	0	1
NM_177129	0	1
NM_177137	0	1
NM_177164	0	1
NM_177175	0	1
NM_177225	0	1
NM_177312	0	1
NM_177321	0	1
NM_177346	0	1
NM_177351	0	1
NM_177359	0	1
NM_177364	0	1
NM_177394	0	1
NM_177409	0	1
NM_177470	0	1
NM_177573	0	1
NM_177612	0	1
NM_177634	0	1
NM_177674	0	1
NM_177706	0	1
NM_177742	0	1
NM_177747	0	1
NM_177755	0	1
NM_177764	0	1
NM_177838	0	1
NM_177878	0	1
NM_177882	0	1
NM_177894	0	1
NM_177897	0	1
NM_177912	0	1
NM_178047	0	1
NM_178118	0	1
NM_178143	0	1
NM_178212_1	8.05476796372773e-11	0.999999999919452
NM_178363	0	1
NM_178367	0	1
NM_178381	0	1
NM_178384	0	1
NM_178387	0	1
NM_178407	0	1
NM_178421	0	1
NM_178444	0	1
NM_178576	0	1
NM_178599	0	1
NM_178607	0	1
NM_178616	0	1
NM_178624	0	1
NM_178685	0	1
NM_178691	0	1
NM_178729	0	1
NM_178744	0	1
NM_178750	0	1
NM_178795	0	1
NM_178804	0	1
NM_178874	0	1
NM_178908	0	1
NM_178914	0	1
NM_178933	0	1
NM_181061	0	1
NM_181279	0	1
NM_181418	0	1
NM_181549	0	1
NM_181859	0	1
NM_181990	0	1
NM_183021	0	1
NM_183029	0	1
NM_183104	0	1
NM_183109	0	1
NM_183113	0	1
NM_183116	0	1
NM_183124	0	1
NM_183150	0	1
NM_183154	0	1
NM_183175	0	1
NM_183186	0	1
NM_183197	0	1
NM_183254	0	1
NM_183315	0	1
NM_183390	0	1
NM_183405	0	1
NM_184109	0	1
NM_194347	0	1
NM_198105	0	1
NM_198161	0	1
NM_198297	0	1
NM_198322	0	1
NM_198326	0	1
NM_198418	0	1
NM_198423	0	1
NM_198598	0	1
NM_198599	0	1
NM_198618	0	1
NM_198680	0	1
NM_198702	0	1
NM_198854	0	1
NM_198861	0	1
NM_198931	0	1
NM_199068	0	1
NM_199200	0	1
NM_199477	0	1
NM_201226	0	1
NM_203319	0	1
NM_205769	0	1
NM_207030	0	1
NM_207213	0	1
NM_207214	0	1
NM_207217	0	1
NM_207221	0	1
NM_207224	0	1
NM_207229	0	1
NM_207229_1	0	1
NM_207229_2	0	1
NM_207239	0	1
NM_207247	0	1
NM_207255	0	1
NM_207298	0	1
NM_207538	0	1
NM_207547	0	1
NM_207547_1	0	1
NM_207623	0	1
NM_207654	0	1
NM_211138	0	1
NM_212447	0	1
NR_001570	0	1
NR_001583	0	1
NR_002445	0	1
NR_002445_1	0	1
NR_002865	0	1
NR_002871	0	1
NR_002883	0	1
NR_002891	0	1
NR_003247	0	1
NR_003564	0	1
NR_003631	0	1
NR_003681	3.9412917374193e-14	0.999999999999961
NR_003961	0	1
NR_004433	0	1
NR_015387	0	1
NR_015489	0	1
NR_015528	0	1
NR_015545	0	1
NR_015575	0	1
NR_015600	0	1
NR_024263	0	1
NR_024325	0	1
NR_024326	0	1
NR_026798	0	1
NR_027298	0	1
NR_027385	0	1
NR_027446	0	1
NR_027803	0	1
NR_027843	0	1
NR_027848	0	1
NR_027891	0	1
NR_027892	0	1
NR_027896	0	1
NR_027900	8.03801469828613e-14	0.99999999999992
NR_027929	0	1
NR_027944	0	1
NR_027980	0	1
NR_028081	0	1
NR_028114	0	1
NR_028265	0	1
NR_028278	0	1
NR_028307	0	1
NR_028316	0	1
NR_028360	0	1
NR_028426	0	1
NR_028531	1.83705417987623e-05	0.999981629458201
NR_028561	1.87954317837358e-05	0.999981204568216
NR_029446	0	1
NR_029458	0	1
NR_029471	0	1
NR_029527	1.21194165814131e-11	0.999999999987881
NR_029532	8.96083207635456e-12	0.999999999991039
NR_029534	0	1
NR_029538	0	1
NR_029541	6.81676937119846e-14	0.999999999999932
NR_029546	0.00840422820112519	0.991595771798875
NR_029734	5.04902357478798e-07	0.999999495097643
NR_029769	0.00152266353817609	0.998477336461824
NR_029770	0	1
NR_029801	1.10493377547538e-06	0.999998895066225
NR_029807	9.86543064807055e-06	0.999990134569352
NR_029817	2.46225485667217e-06	0.999997537745143
NR_029823	0.000288363817863235	0.999711636182137
NR_029904	0.00089969692251235	0.999100303077488
NR_029918	3.85626651560056e-05	0.999961437334844
NR_030404	1.79152107815383e-07	0.999999820847892
NR_030417	0	1
NR_030419	0.000139885373512838	0.999860114626487
NR_030427	0	1
NR_030438	0	1
NR_030450	0.00737283205423445	0.992627167945766
NR_030452	3.33566202385116e-05	0.999966643379761
NR_030464	0.0059028155505294	0.994097184449471
NR_030488	2.35367281220533e-14	0.999999999999976
NR_030568	0.0031103530639518	0.996889646936048
NR_030689	0	1
NR_030695	0	1
NR_030718	0	1
NR_030719	0	1
NR_030756	1.49646961489225e-12	0.999999999998504
NR_030762	8.98235597013297e-10	0.999999999101764
NR_033117	0	1
NR_033117_1	0	1
NR_033133	0	1
NR_033139	0	1
NR_033147	0	1
NR_033220	0	1
NR_033304	0	1
NR_033431	0	1
NR_033450	0	1
NR_033462	0	1
NR_033501	0	1
NR_033538	0	1
NR_033565	0	1
NR_033569	0	1
NR_033580	0	1
NR_033593	0	1
NR_033608	0	1
NR_033619	0	1
NR_033635	0	1
NR_033657	0	1
NR_033776	0	1
NR_034049	5.55111512312578e-16	1
NR_035419	3.30069305221059e-13	0.99999999999967
NR_035427	0.00599534453864292	0.994004655461357
NR_035436	0.00181720196594348	0.998182798034057
NR_035451	2.77555756156289e-15	0.999999999999997
NR_035454	2.13154494055345e-07	0.999999786845506
NR_035471	2.31993180221934e-09	0.999999997680068
NR_035495	0.00115558959419715	0.998844410405803
NR_035517	0.0166056804459126	0.983394319554087
NR_036451	0	1
NR_036582	0	1
NR_036596	0	1
NR_036613	0	1
NR_036654	0.00980280667344458	0.990197193326555
NR_037190	0	1
NR_037227	0.000548275917285346	0.999451724082715
NR_037232	1.1367573549137e-12	0.999999999998863
NR_037271	0.026440461589977	0.973559538410023
NR_037280	4.25458335229223e-10	0.999999999574542
NR_037281	0.00477366671329993	0.9952263332867
NR_037285	1.19793006625457e-08	0.999999988020699
NR_037311_2	1.55087054309888e-12	0.999999999998449
NR_037691	0	1
NR_037693	0	1
NR_037959	0	1
NR_037980	0	1
NR_037998	0	1
NR_038037	0	1
NR_038050	0	1
NR_038059_1	0	1
NR_038059_2	0	1
NR_038126	0	1
NR_038129	0	1
NR_038156	0	1
NR_038165	0	1
NR_038860	0	1
NR_039545	1.25973977915805e-08	0.999999987402602
NR_039557_2	3.62191280633972e-07	0.999999637808719
NR_039557_4	3.62191280633972e-07	0.999999637808719
NR_040268	0	1
NR_040270	0	1
NR_040330	0	1
NR_040350	0	1
NR_040372	0	1
NR_040379	0	1
NR_040400	0	1
NR_040407	0	1
NR_040430	0	1
NR_040431	0	1
NR_040465	0	1
NR_040469	0	1
NR_040482	0	1
NR_040486	0	1
NR_040514	0	1
NR_040538	0	1
NR_040545	0	1
NR_040549	0	1
NR_040552	0	1
NR_040557	0	1
NR_040574	0	1
NR_040593	0	1
NR_040605	0	1
NR_040685	0	1
NR_040690	0	1
NR_040727	1.7957635378707e-10	0.999999999820424
NR_040735	0	1
NR_045042	0	1
NR_045070	0	1
NR_045071	0	1
NR_045079	3.46437646348008e-08	0.999999965356235
NR_045081	0	1
NR_045194	0	1
NR_045288	0	1
NR_045294	0	1
NR_045313	0	1
NR_045315	0	1
NR_045341	0	1
NR_045372	0	1
NR_045392	0	1
NR_045401	0	1
NR_045454	0	1
NR_045462	0	1
NR_045463	0	1
NR_045488	0	1
NR_045495	0	1
NR_045533	0	1
NR_045616	0	1
NR_045627	0	1
NR_045699	0	1
NR_045712	0	1
NR_045733	0	1
NR_045760	0	1
NR_045792	0	1
NR_045794	0	1
NR_045802	0	1
NR_045804	0	1
NR_045809	0	1
NR_045849	0	1
NR_045850	0	1
NR_045885	0	1
NR_045911	0	1
NR_045915	0	1
NR_045924	0	1
NR_045940	0	1
NR_045961	0	1
NR_045980	0	1
NR_045981	0	1
NR_045997	0	1
NR_046007	0	1
NR_046016	0	1
NR_046029	0	1
NR_046064	0	1
NR_049185	1.55677026825174e-10	0.999999999844323
NR_049200	0.0104666207491099	0.98953337925089
NR_049206	2.8198595569684e-08	0.999999971801404
NR_073011	0	1
NR_073362	0	1
NR_073378	0	1
NR_073429	0	1
NR_073462	0	1
NR_078345	0	1
NR_102287	0	1
NR_102291	0	1
NR_102683	0	1
NR_102715	0	1
NR_104290	0	1
NR_104298	0	1
NR_104337	0	1
NR_104341	0	1
NR_104382	0	1
NR_104449	0	1
NR_104594	0	1
NR_105058	0	1
NR_105753	0.0001019715243602	0.99989802847564
NR_105762	3.58667540112378e-11	0.999999999964133
NR_105764	6.2902610927229e-05	0.999937097389073
NR_105780	0.00338094367823361	0.996619056321766
NR_105785	8.4902566799272e-07	0.999999150974332
NR_105789	3.88578058618805e-15	0.999999999999996
NR_105815	0.0440206244550955	0.955979375544905
NR_105817	0	1
NR_105826	2.86962387185952e-08	0.999999971303761
NR_105828	1.64457336637724e-12	0.999999999998355
NR_105833	2.83449656413026e-07	0.999999716550344
NR_105848	1.13520304267922e-12	0.999999999998865
NR_105855	0	1
NR_105867	0.0030344476147528	0.996965552385247
NR_105874	0.0282227075150429	0.971777292484957
NR_105881	0.000607544782802449	0.999392455217198
NR_105913	0.0231369407843809	0.976863059215619
NR_105917	3.33066907387547e-16	1
NR_105936	0.00912018723838792	0.990879812761612
NR_105951	0.0046586721903088	0.995341327809691
NR_105987	6.28657959562684e-05	0.999937134204044
NR_106033	0.00646231697133348	0.993537683028667
NR_106051	1.3267453802257e-09	0.999999998673255
NR_106054	8.99047095848093e-06	0.999991009529042
NR_106061	1.7108059229276e-05	0.999982891940771
NR_106069	0.000137512962209763	0.99986248703779
NR_106092	8.50858472567495e-08	0.999999914914153
NR_106107_1	5.06167330271978e-11	0.999999999949383
NR_106117	0.0322868355220901	0.96771316447791
NR_106118	0.0440574111991036	0.955942588800896
NR_106123	1.97594570705562e-08	0.999999980240543
NR_106134	1.93251572522257e-08	0.999999980674843
NR_106151	3.43494932497634e-09	0.999999996565051
NR_106177	2.27817764653082e-13	0.999999999999772
NR_106200	3.68594044175552e-14	0.999999999999963
NR_110341	0	1
NR_110349	0	1
NR_110354	0	1
NR_110364	0	1
NR_110367	0	1
NR_110441	0	1
NR_110476	0	1
NR_110489	0	1
NR_110958	0	1
NR_121571	0	1
NR_125917	0	1
NR_126066	0	1
NR_126072	0	1
NR_126082	0	1
NR_126429	0	1
NR_126556	0	1
NR_130970	2.44280009737974e-05	0.999975571999026
NR_130970_1	4.68452137507569e-05	0.999953154786249
NR_130993	0	1
NR_131015	0	1
NR_131030	0	1
NR_131054	0	1
NR_131060	0	1
NR_131079	0	1
NR_131095	0	1
NR_131116	1.37943878542046e-10	0.999999999862056
NR_131139	0	1
NR_131190	0	1
NR_131196	0	1
NR_131225	0	1
NR_131256	0	1
NR_131929	0	1
